Domain name,Domain type,Agency,City,State,Local municipality,Country,ORGNR,Sektorkode
etde.no,Federal agency,Enova Sf,Trondheim,Sør-Trøndelag,Trondheim,Norway,983609155,6100 - Stats- og trygdeforvaltningen
eteretningstjenesten.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
eterretningstjenesten.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
etikkradet.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
etiskraad.no,Federal agency,Forsvarsdepartementet,Oslo,Oslo,Oslo,Norway,972417823,6100 - Stats- og trygdeforvaltningen
etteretningstjenesten.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
ettskrittforan.no,Federal agency,Statped,Oslo,Oslo,Oslo,Norway,998554640,6100 - Stats- og trygdeforvaltningen
e-tunet.no,Federal agency,Landbruks- og Matdepartementet,Oslo,Oslo,Oslo,Norway,972417874,6100 - Stats- og trygdeforvaltningen
etwinning.no,Federal agency,Senter For Ikt I Utdanningen,Tromsø,Troms,Tromsø,Norway,994615203,6100 - Stats- og trygdeforvaltningen
eudelegasjonen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
eu-go.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
euraxess.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
eurekachair.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
eurodesk.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
eurodok.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
eurofitfp7.no,Federal agency,Norges Idrettshøgskole,Oslo,Oslo,Oslo,Norway,971526033,6100 - Stats- og trygdeforvaltningen
europaportalen.no,Federal agency,Utenriksdepartementet,Oslo,Oslo,Oslo,Norway,972417920,6100 - Stats- og trygdeforvaltningen
europass.no,Federal agency,Senter For Internasjonalisering Av Utdanning,Bergen,Hordaland,Bergen,Norway,986339523,6100 - Stats- og trygdeforvaltningen
e-val.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e--val.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
eval2019.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e-val2019.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e-valet.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e--valg.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
evalg2019.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e-valg2019.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
evalget.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
e-valget.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
evalueringsportalen.no,Federal agency,Direktoratet For Økonomistyring,Oslo,Oslo,Oslo,Norway,986252932,6100 - Stats- og trygdeforvaltningen
evalueringsutvalget.no,Federal agency,Justis- og Beredskapsdepartementet,Oslo,Oslo,Oslo,Norway,972417831,6100 - Stats- og trygdeforvaltningen
evenstadviltsenter.no,Federal agency,Høgskolen I Hedmark,Elverum,Hedmark,Elverum,Norway,974251760,6100 - Stats- og trygdeforvaltningen
eventurelillehammer.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
exercisephysiology.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
exitbergen.no,Federal agency,Hordaland Politidistrikt,Bergen,Hordaland,Bergen,Norway,983998461,6100 - Stats- og trygdeforvaltningen
expertsvar.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
exploreibsen.no,Federal agency,Norsk Folkemuseum,Oslo,Oslo,Oslo,Norway,970010815,6100 - Stats- og trygdeforvaltningen
expo2010.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
expo2015.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
exportcontrol.no,Federal agency,Utenriksdepartementet,Oslo,Oslo,Oslo,Norway,972417920,6100 - Stats- og trygdeforvaltningen
eye2shanghai.no,Federal agency,Kunsthøgskolen I Oslo,Oslo,Oslo,Oslo,Norway,977027233,6100 - Stats- og trygdeforvaltningen
eyp.no,Federal agency,Fylkesmannen I Vest-Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,974762994,6100 - Stats- og trygdeforvaltningen
eyra.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
fabodriket.no,Federal agency,Fylkesmannen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,974764350,6100 - Stats- og trygdeforvaltningen
factpages.no,Federal agency,Oljedirektoratet,Stavanger,Rogaland,Stavanger,Norway,870917732,6100 - Stats- og trygdeforvaltningen
facts2015.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
facts2016.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
facts2017.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
facts2018.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
facts2019.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
facts2020.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fadderuka.no,Federal agency,Høgskolen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,975264750,6100 - Stats- og trygdeforvaltningen
fadderveka.no,Federal agency,Høgskulen I Volda,Volda,Møre og Romsdal,Volda,Norway,974809672,6100 - Stats- og trygdeforvaltningen
faderskab.no,Federal agency,Nasjonalt Folkehelseinstitutt,Oslo,Oslo,Oslo,Norway,983744516,6100 - Stats- og trygdeforvaltningen
faerdernasjonalpark.no,Federal agency,Fylkesmannen I Vestfold,Tønsberg,Vestfold,Tønsberg,Norway,974762501,6100 - Stats- og trygdeforvaltningen
fagbrevpajobb.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
fagligerad.no,Federal agency,Utdanningsdirektoratet,Oslo,Oslo,Oslo,Norway,970018131,6100 - Stats- og trygdeforvaltningen
fagligloft.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
fagnett-demens.no,Federal agency,Sykehuset I Vestfold Hf,Tønsberg,Vestfold,Tønsberg,Norway,983975259,6100 - Stats- og trygdeforvaltningen
fagprosedyrer.no,Federal agency,Nasjonalt Kunnskapssenter For Helsetjenesten,Oslo,Oslo,Oslo,Norway,986303537,6100 - Stats- og trygdeforvaltningen
fagskoleraadet.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
fagsprak.no,Federal agency,Språkrådet,Oslo,Oslo,Oslo,Norway,971527404,6100 - Stats- og trygdeforvaltningen
fakta2015.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fakta2016.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fakta2017.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fakta2018.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fakta2019.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
fakta2020.no,Federal agency,Olje- og Energidepartementet,Oslo,Oslo,Oslo,Norway,977161630,6100 - Stats- og trygdeforvaltningen
faktaheftet.no,Federal agency,Oljedirektoratet,Stavanger,Rogaland,Stavanger,Norway,870917732,6100 - Stats- og trygdeforvaltningen
faktasider.no,Federal agency,Oljedirektoratet,Stavanger,Rogaland,Stavanger,Norway,870917732,6100 - Stats- og trygdeforvaltningen
faktisk.no,Federal agency,Barneombudet,Oslo,Oslo,Oslo,Norway,971527765,6100 - Stats- og trygdeforvaltningen
fakturel.no,Federal agency,Helse Bergen Hf,Bergen,Hordaland,Bergen,Norway,983974724,6100 - Stats- og trygdeforvaltningen
familias.no,Federal agency,Nasjonalt Folkehelseinstitutt,Oslo,Oslo,Oslo,Norway,983744516,6100 - Stats- og trygdeforvaltningen
familie.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
familiekonserter.no,Federal agency,Rikskonsertene,Oslo,Oslo,Oslo,Norway,974761114,6100 - Stats- og trygdeforvaltningen
familienettet.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
familieraad.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
familievernet.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
familievernkontoretifollo.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
famvernsteinkjer.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
fardernasjonalpark.no,Federal agency,Fylkesmannen I Vestfold,Tønsberg,Vestfold,Tønsberg,Norway,974762501,6100 - Stats- og trygdeforvaltningen
farligeprodukter.no,Federal agency,Direktoratet For Samfunnssikkerhet og Beredskap (Dsb),Tønsberg,Vestfold,Tønsberg,Norway,974760983,6100 - Stats- og trygdeforvaltningen
farskap.no,Federal agency,Nasjonalt Folkehelseinstitutt,Oslo,Oslo,Oslo,Norway,983744516,6100 - Stats- og trygdeforvaltningen
fastlegestudien.no,Federal agency,Universitetet I Tromsø - Norges Arktiske Universitet,Tromsø,Troms,Tromsø,Norway,970422528,6100 - Stats- og trygdeforvaltningen
fddep.no,Federal agency,Forsvarsdepartementet,Oslo,Oslo,Oslo,Norway,972417823,6100 - Stats- og trygdeforvaltningen
fdir.no,Federal agency,Fiskeridirektoratet,Bergen,Hordaland,Bergen,Norway,971203420,6100 - Stats- og trygdeforvaltningen
fdu.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
fellesblanketter.no,Federal agency,Departementenes Sikkerhets- og Serviceorganisasjon (Dss),Oslo,Oslo,Oslo,Norway,974761424,6100 - Stats- og trygdeforvaltningen
fellesressursregister.no,Federal agency,Kystverket,Ålesund,Møre og Romsdal,Ålesund,Norway,874783242,6100 - Stats- og trygdeforvaltningen
fellesstudentsystem.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
fellestjenester-politiet.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
felles-utvikling.no,Federal agency,Sørlandet Sykehus Hf,Kristiansand S,Vest-Agder,Kristiansand,Norway,983975240,6100 - Stats- og trygdeforvaltningen
fergekort.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
ferjekort.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
fertilitetsseksjonen.no,Federal agency,St Olavs Hospital Hf,Trondheim,Sør-Trøndelag,Trondheim,Norway,883974832,6100 - Stats- og trygdeforvaltningen
ffi.no,Federal agency,Forsvarets Forskningsinstitutt,Kjeller,Akershus,Skedsmo,Norway,970963340,6100 - Stats- og trygdeforvaltningen
ffsbt.no,Federal agency,Fylkesmannen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,974764350,6100 - Stats- og trygdeforvaltningen
fgposlo.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
fhf.no,Federal agency,Fiskeri- og Havbruksnæringens Forskningsfond,Oslo,Oslo,Oslo,Norway,983353215,6100 - Stats- og trygdeforvaltningen
fhi.no,Federal agency,Nasjonalt Folkehelseinstitutt,Oslo,Oslo,Oslo,Norway,983744516,6100 - Stats- og trygdeforvaltningen
fig.no,Federal agency,Direktoratet For Samfunnssikkerhet og Beredskap (Dsb),Tønsberg,Vestfold,Tønsberg,Norway,974760983,6100 - Stats- og trygdeforvaltningen
fiksvegdata.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
filharmonien.no,Federal agency,Stiftelsen Musikkselskapet Harmonien,Bergen,Hordaland,Bergen,Norway,976619005,6100 - Stats- og trygdeforvaltningen
filmbib.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmbransjen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmbutikken.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmcafeen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmcentralen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmfond.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmfondet.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filminstituttet.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmkafeen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmmuseet.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmsentralen.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
filmskolen.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
filmtilsynet.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
filserver.no,Federal agency,Kunst I Offentlige Rom Koro,Oslo,Oslo,Oslo,Norway,974778998,6100 - Stats- og trygdeforvaltningen
finaksess.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finansdep.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finansdepartement.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finansdepartementet.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finansfondet.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finansieringsportal.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
finansieringsportalen.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
finansmarkedsfondet.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
finansportalen.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
finanstilsynet.no,Federal agency,Finanstilsynet,Oslo,Oslo,Oslo,Norway,840747972,6100 - Stats- og trygdeforvaltningen
findep.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finmobil.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
finnmarkskommisjonen.no,Federal agency,Domstolene I Norge,Trondheim,Sør-Trøndelag,Trondheim,Norway,984195796,6100 - Stats- og trygdeforvaltningen
finnmarksloven.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
finnmarkssykehuset.no,Federal agency,Finnmarkssykehuset Hf,Hammerfest,Finnmark,Hammerfest,Norway,983974880,6100 - Stats- og trygdeforvaltningen
finnmarksykehuset.no,Federal agency,Finnmarkssykehuset Hf,Hammerfest,Finnmark,Hammerfest,Norway,983974880,6100 - Stats- og trygdeforvaltningen
finnrehab.no,Federal agency,Sunnaas Sykehus Hf,Bjørnemyr,Akershus,Nesodden,Norway,883971752,6100 - Stats- og trygdeforvaltningen
finnrehabilitering.no,Federal agency,Sunnaas Sykehus Hf,Bjørnemyr,Akershus,Nesodden,Norway,883971752,6100 - Stats- og trygdeforvaltningen
finnsender.no,Federal agency,Nasjonal Kommunikasjonsmyndighet,Lillesand,Aust-Agder,Lillesand,Norway,974446871,6100 - Stats- og trygdeforvaltningen
finnsenderen.no,Federal agency,Nasjonal Kommunikasjonsmyndighet,Lillesand,Aust-Agder,Lillesand,Norway,974446871,6100 - Stats- og trygdeforvaltningen
finskiskolen.no,Federal agency,Fylkesmannen I Troms,Tromsø,Troms,Tromsø,Norway,974772124,6100 - Stats- og trygdeforvaltningen
fisheries.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
fisheryforum.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
fishgen.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
fishhealth.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
fishmedicine.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
fiskealarmen.no,Federal agency,Veterinærinstituttet,Oslo,Oslo,Oslo,Norway,970955623,6100 - Stats- og trygdeforvaltningen
fiskeridepartementet.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
fiskeridir.no,Federal agency,Fiskeridirektoratet,Bergen,Hordaland,Bergen,Norway,971203420,6100 - Stats- og trygdeforvaltningen
fiskeridirektoratet.no,Federal agency,Fiskeridirektoratet,Bergen,Hordaland,Bergen,Norway,971203420,6100 - Stats- og trygdeforvaltningen
fiskerifagligforum.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
fiskerifond.no,Federal agency,Fiskeri- og Havbruksnæringens Forskningsfond,Oslo,Oslo,Oslo,Norway,983353215,6100 - Stats- og trygdeforvaltningen
fiskerikommisjonen.no,Federal agency,Fiskeridirektoratet,Bergen,Hordaland,Bergen,Norway,971203420,6100 - Stats- og trygdeforvaltningen
fiskeri-ogkystdepartementet.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
fiskeriutdanning.no,Federal agency,Fiskeri- og Havbruksnæringens Forskningsfond,Oslo,Oslo,Oslo,Norway,983353215,6100 - Stats- og trygdeforvaltningen
fisketsgang.no,Federal agency,Fiskeridirektoratet,Bergen,Hordaland,Bergen,Norway,971203420,6100 - Stats- og trygdeforvaltningen
fiskrisk.no,Federal agency,Sjøfartsdirektoratet,Haugesund,Rogaland,Haugesund,Norway,974761262,6100 - Stats- og trygdeforvaltningen
fisy.no,Federal agency,Finnmarkssykehuset Hf,Hammerfest,Finnmark,Hammerfest,Norway,983974880,6100 - Stats- og trygdeforvaltningen
fittoplay.no,Federal agency,Norges Idrettshøgskole,Oslo,Oslo,Oslo,Norway,971526033,6100 - Stats- og trygdeforvaltningen
fjellandbruket.no,Federal agency,Fylkesmannen I Telemark,Skien,Telemark,Skien,Norway,974762684,6100 - Stats- og trygdeforvaltningen
fjellfro.no,Federal agency,Nibio - Norsk Institutt For Bioøkonomi,Ås,Akershus,Ås,Norway,988983837,6100 - Stats- og trygdeforvaltningen
fjellskred.no,Federal agency,Norges Geologiske Undersøkelse,Trondheim,Sør-Trøndelag,Trondheim,Norway,970188290,6100 - Stats- og trygdeforvaltningen
fjernoppklaring.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
fjordhoyskole.no,Federal agency,Høgskolen I Buskerud og Vestfold,Kongsberg,Buskerud,Drammen,Norway,911770709,6100 - Stats- og trygdeforvaltningen
fjorduniversitet.no,Federal agency,Høgskolen I Buskerud og Vestfold,Kongsberg,Buskerud,Drammen,Norway,911770709,6100 - Stats- og trygdeforvaltningen
fjorduniversity.no,Federal agency,Høgskulen I Sogn og Fjordane,Sogndal,Sogn og Fjordane,Sogndal,Norway,974246724,6100 - Stats- og trygdeforvaltningen
fjord-university.no,Federal agency,Høgskulen I Sogn og Fjordane,Sogndal,Sogn og Fjordane,Sogndal,Norway,974246724,6100 - Stats- og trygdeforvaltningen
fjord-university-college.no,Federal agency,Høgskulen I Sogn og Fjordane,Sogndal,Sogn og Fjordane,Sogndal,Norway,974246724,6100 - Stats- og trygdeforvaltningen
fkddep.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
fknor.no,Federal agency,Fredskorpset,Oslo,Oslo,Oslo,Norway,981965132,6100 - Stats- og trygdeforvaltningen
fknorway.no,Federal agency,Fredskorpset,Oslo,Oslo,Oslo,Norway,981965132,6100 - Stats- og trygdeforvaltningen
fk-world.no,Federal agency,Fredskorpset,Oslo,Oslo,Oslo,Norway,981965132,6100 - Stats- og trygdeforvaltningen
flattogflue.no,Federal agency,Veterinærinstituttet,Oslo,Oslo,Oslo,Norway,970955623,6100 - Stats- og trygdeforvaltningen
flattsenteret.no,Federal agency,Sørlandet Sykehus Hf,Kristiansand S,Vest-Agder,Kristiansand,Norway,983975240,6100 - Stats- og trygdeforvaltningen
flerestemmer.no,Federal agency,"Barne-, Likestillings- og Inkluderingsdepartementet",Oslo,Oslo,Oslo,Norway,972417793,6100 - Stats- og trygdeforvaltningen
floenkollektivet.no,Federal agency,Helse Bergen Hf,Bergen,Hordaland,Bergen,Norway,983974724,6100 - Stats- og trygdeforvaltningen
flohorten.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
flomarkap.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
flottogflue.no,Federal agency,Veterinærinstituttet,Oslo,Oslo,Oslo,Norway,970955623,6100 - Stats- og trygdeforvaltningen
flyhistorie.no,Federal agency,Norsk Luftfartsmuseum,Bodø,Nordland,Bodø,Norway,975693368,6100 - Stats- og trygdeforvaltningen
flyklagenemnda.no,Federal agency,Samferdselsdepartementet,Oslo,Oslo,Oslo,Norway,972417904,6100 - Stats- og trygdeforvaltningen
flyklagenemnden.no,Federal agency,Samferdselsdepartementet,Oslo,Oslo,Oslo,Norway,972417904,6100 - Stats- og trygdeforvaltningen
flymuseet.no,Federal agency,Norsk Luftfartsmuseum,Bodø,Nordland,Bodø,Norway,975693368,6100 - Stats- og trygdeforvaltningen
flymuseum.no,Federal agency,Norsk Luftfartsmuseum,Bodø,Nordland,Bodø,Norway,975693368,6100 - Stats- og trygdeforvaltningen
flypassasjer.no,Federal agency,Luftfartstilsynet,Bodø,Nordland,Bodø,Norway,981105516,6100 - Stats- og trygdeforvaltningen
flyr.no,Federal agency,Meteorologisk Institutt,Oslo,Oslo,Oslo,Norway,971274042,6100 - Stats- og trygdeforvaltningen
flytendestener.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
flytsite.no,Federal agency,Utlendingsdirektoratet,Oslo,Oslo,Oslo,Norway,974760746,6100 - Stats- og trygdeforvaltningen
flaattogflue.no,Federal agency,Veterinærinstituttet,Oslo,Oslo,Oslo,Norway,970955623,6100 - Stats- og trygdeforvaltningen
flaattsenteret.no,Federal agency,Sørlandet Sykehus Hf,Kristiansand S,Vest-Agder,Kristiansand,Norway,983975240,6100 - Stats- og trygdeforvaltningen
fmav.no,Federal agency,Fylkesmannen I Vest-Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,974762994,6100 - Stats- og trygdeforvaltningen
fmbu.no,Federal agency,Fylkesmannen I Buskerud,Drammen,Buskerud,Drammen,Norway,946473111,6100 - Stats- og trygdeforvaltningen
